,Age,Overall,Potential,Preferred Foot,Weak Foot,Skill Moves,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Name,Nationality
7050,27,68,70,1,3.0,2.0,62.0,36.0,71.0,66.0,35.0,57.0,43.0,33.0,61.0,63.0,52.0,60.0,55.0,66.0,45.0,42.0,77.0,64.0,69.0,46.0,59.0,66.0,40.0,54.0,40.0,63.0,67.0,68.0,66.0,13.0,10.0,15.0,14.0,10.0,M. Hornschuh,Germany
7051,25,68,72,1,4.0,3.0,65.0,68.0,59.0,65.0,49.0,67.0,59.0,45.0,53.0,68.0,79.0,79.0,72.0,59.0,77.0,68.0,63.0,69.0,77.0,63.0,57.0,22.0,69.0,64.0,52.0,63.0,35.0,30.0,25.0,9.0,9.0,11.0,14.0,11.0,A. Nabbout,Australia
7052,26,68,69,0,3.0,3.0,68.0,52.0,49.0,72.0,49.0,69.0,64.0,63.0,62.0,71.0,74.0,72.0,74.0,61.0,77.0,62.0,70.0,87.0,72.0,58.0,55.0,55.0,69.0,68.0,42.0,59.0,50.0,49.0,43.0,5.0,6.0,13.0,7.0,14.0,J. Amano,Japan
7053,28,68,68,1,3.0,2.0,32.0,35.0,59.0,63.0,31.0,32.0,21.0,36.0,54.0,56.0,46.0,59.0,50.0,58.0,45.0,56.0,74.0,54.0,92.0,44.0,65.0,68.0,35.0,50.0,47.0,66.0,62.0,68.0,63.0,10.0,8.0,13.0,12.0,7.0,L. DeVere,Australia
7054,32,68,68,0,3.0,2.0,31.0,31.0,65.0,42.0,32.0,41.0,31.0,32.0,42.0,49.0,56.0,56.0,43.0,61.0,64.0,42.0,74.0,60.0,80.0,42.0,71.0,69.0,51.0,20.0,55.0,60.0,68.0,69.0,68.0,5.0,11.0,41.0,7.0,21.0,N. Giani,Italy
7055,27,68,70,1,3.0,2.0,44.0,32.0,65.0,64.0,34.0,46.0,59.0,64.0,62.0,58.0,68.0,71.0,65.0,61.0,68.0,54.0,76.0,72.0,79.0,27.0,68.0,65.0,41.0,44.0,33.0,67.0,64.0,69.0,67.0,6.0,13.0,10.0,6.0,14.0,M. Fenger,Denmark
7056,23,68,76,1,4.0,2.0,58.0,18.0,66.0,66.0,32.0,54.0,49.0,23.0,67.0,56.0,74.0,78.0,70.0,63.0,52.0,50.0,88.0,80.0,70.0,26.0,59.0,68.0,56.0,63.0,36.0,60.0,63.0,68.0,67.0,12.0,14.0,14.0,14.0,9.0,J. Castelletto,Cameroon
7057,33,68,68,1,3.0,2.0,64.0,34.0,43.0,57.0,27.0,60.0,58.0,35.0,59.0,62.0,65.0,72.0,84.0,75.0,83.0,69.0,80.0,76.0,56.0,61.0,62.0,72.0,56.0,47.0,34.0,48.0,68.0,70.0,65.0,11.0,16.0,14.0,7.0,11.0,Y. Hinestroza,Colombia
7058,20,68,75,1,2.0,1.0,13.0,12.0,16.0,23.0,12.0,21.0,20.0,15.0,22.0,17.0,32.0,33.0,38.0,67.0,37.0,21.0,52.0,30.0,52.0,15.0,18.0,18.0,12.0,46.0,23.0,46.0,10.0,15.0,15.0,71.0,63.0,65.0,65.0,71.0,Iván Villar,Spain
7059,23,68,74,1,2.0,2.0,29.0,27.0,72.0,56.0,36.0,29.0,33.0,28.0,41.0,49.0,55.0,59.0,39.0,71.0,49.0,61.0,71.0,63.0,80.0,28.0,71.0,65.0,31.0,31.0,47.0,61.0,67.0,68.0,62.0,12.0,15.0,8.0,10.0,8.0,M. Curado,Argentina
7060,28,68,68,1,3.0,2.0,31.0,70.0,63.0,48.0,65.0,61.0,41.0,31.0,39.0,69.0,61.0,56.0,64.0,63.0,45.0,72.0,70.0,69.0,89.0,58.0,61.0,27.0,72.0,53.0,62.0,51.0,39.0,23.0,21.0,7.0,15.0,13.0,12.0,7.0,N. Mazzola,Argentina
7061,25,68,73,1,3.0,3.0,69.0,44.0,60.0,64.0,28.0,65.0,49.0,45.0,46.0,68.0,70.0,72.0,63.0,61.0,79.0,51.0,63.0,74.0,60.0,47.0,54.0,63.0,58.0,33.0,46.0,57.0,59.0,67.0,70.0,11.0,15.0,9.0,15.0,14.0,Kevin,Spain
7062,28,68,68,1,3.0,3.0,67.0,55.0,59.0,71.0,65.0,66.0,61.0,60.0,71.0,71.0,57.0,62.0,70.0,65.0,71.0,65.0,59.0,57.0,57.0,62.0,65.0,65.0,67.0,69.0,55.0,67.0,59.0,61.0,55.0,16.0,8.0,14.0,12.0,11.0,M. Jonckheere,Belgium
7063,26,68,69,1,3.0,2.0,65.0,50.0,53.0,66.0,38.0,60.0,52.0,31.0,55.0,62.0,67.0,67.0,77.0,66.0,83.0,56.0,63.0,76.0,51.0,49.0,47.0,67.0,48.0,48.0,38.0,62.0,62.0,72.0,71.0,11.0,15.0,9.0,14.0,9.0,C. Alhadhur,Comoros
7064,23,68,74,1,3.0,3.0,62.0,56.0,49.0,69.0,47.0,71.0,68.0,64.0,65.0,72.0,62.0,59.0,75.0,65.0,59.0,65.0,31.0,67.0,64.0,67.0,55.0,55.0,59.0,71.0,48.0,63.0,58.0,62.0,60.0,16.0,15.0,8.0,12.0,11.0,S. Gustafson,Sweden
7065,25,68,72,0,3.0,2.0,48.0,33.0,67.0,55.0,43.0,63.0,38.0,39.0,31.0,57.0,71.0,74.0,70.0,64.0,67.0,32.0,90.0,74.0,74.0,36.0,68.0,64.0,44.0,53.0,48.0,53.0,66.0,66.0,65.0,7.0,16.0,10.0,13.0,14.0,F. Grillo,Argentina
7066,21,68,74,0,3.0,3.0,74.0,42.0,64.0,66.0,41.0,64.0,74.0,48.0,61.0,65.0,68.0,73.0,61.0,59.0,58.0,45.0,73.0,64.0,66.0,43.0,56.0,64.0,50.0,52.0,46.0,58.0,70.0,69.0,67.0,6.0,11.0,8.0,11.0,9.0,C. Borthwick-Jackson,England
7067,25,68,73,0,3.0,3.0,68.0,49.0,52.0,66.0,48.0,63.0,63.0,58.0,62.0,66.0,80.0,85.0,75.0,66.0,74.0,57.0,71.0,90.0,66.0,56.0,62.0,64.0,49.0,54.0,61.0,60.0,61.0,58.0,59.0,10.0,15.0,10.0,7.0,7.0,Luis Valcarce,Spain
7068,26,68,69,1,3.0,2.0,53.0,51.0,58.0,64.0,54.0,61.0,53.0,60.0,61.0,65.0,65.0,56.0,63.0,68.0,70.0,59.0,72.0,83.0,78.0,50.0,78.0,67.0,47.0,55.0,52.0,66.0,66.0,64.0,61.0,16.0,8.0,7.0,9.0,7.0,S. Heltne Nilsen,Norway
7069,21,68,77,1,4.0,3.0,53.0,32.0,62.0,71.0,37.0,66.0,40.0,44.0,59.0,70.0,71.0,70.0,73.0,59.0,69.0,38.0,75.0,61.0,65.0,35.0,66.0,72.0,41.0,40.0,43.0,59.0,65.0,68.0,70.0,14.0,15.0,8.0,11.0,9.0,Pleguezuelo,Spain
7070,28,68,68,1,4.0,2.0,54.0,61.0,66.0,58.0,62.0,62.0,55.0,49.0,43.0,66.0,69.0,75.0,60.0,66.0,50.0,80.0,64.0,76.0,90.0,62.0,69.0,32.0,65.0,50.0,66.0,69.0,15.0,41.0,23.0,7.0,8.0,9.0,15.0,11.0,R. Sukuta-Pasu,Germany
7071,33,68,68,1,3.0,3.0,58.0,57.0,50.0,65.0,51.0,64.0,21.0,63.0,65.0,64.0,69.0,69.0,77.0,72.0,71.0,79.0,68.0,68.0,62.0,70.0,77.0,68.0,55.0,59.0,67.0,67.0,67.0,66.0,65.0,13.0,14.0,14.0,11.0,7.0,Charles,Brazil
7072,26,68,71,1,3.0,2.0,41.0,28.0,76.0,57.0,56.0,35.0,28.0,29.0,49.0,52.0,37.0,32.0,58.0,66.0,43.0,50.0,41.0,62.0,79.0,21.0,70.0,68.0,28.0,40.0,40.0,69.0,70.0,69.0,66.0,12.0,16.0,15.0,7.0,11.0,N. Dussenne,Belgium
7073,25,68,69,1,4.0,3.0,63.0,71.0,45.0,62.0,70.0,72.0,79.0,63.0,61.0,70.0,73.0,77.0,72.0,68.0,74.0,79.0,75.0,53.0,73.0,76.0,54.0,32.0,66.0,65.0,71.0,64.0,42.0,37.0,24.0,11.0,6.0,11.0,12.0,8.0,A. Tighadouini,Morocco
7074,30,68,68,1,4.0,3.0,63.0,72.0,68.0,63.0,48.0,69.0,37.0,26.0,52.0,68.0,83.0,84.0,80.0,56.0,76.0,63.0,66.0,81.0,74.0,57.0,48.0,34.0,68.0,55.0,59.0,53.0,25.0,16.0,18.0,15.0,9.0,10.0,14.0,7.0,O. Salinas,Chile
7075,25,68,72,1,3.0,3.0,47.0,66.0,41.0,69.0,44.0,71.0,49.0,44.0,58.0,75.0,58.0,65.0,60.0,48.0,82.0,59.0,55.0,42.0,61.0,65.0,45.0,31.0,64.0,75.0,60.0,63.0,27.0,37.0,45.0,12.0,14.0,6.0,13.0,9.0,S. Ntshangase,South Africa
7076,25,68,73,0,3.0,2.0,65.0,27.0,62.0,63.0,42.0,42.0,49.0,47.0,59.0,58.0,52.0,52.0,49.0,65.0,50.0,64.0,72.0,60.0,87.0,43.0,69.0,67.0,38.0,34.0,38.0,62.0,62.0,70.0,64.0,13.0,6.0,13.0,5.0,12.0,M. Villanueva,Venezuela
7077,34,68,68,1,3.0,2.0,51.0,39.0,69.0,62.0,30.0,53.0,55.0,52.0,59.0,62.0,46.0,35.0,66.0,56.0,64.0,65.0,81.0,43.0,79.0,53.0,71.0,67.0,33.0,28.0,69.0,54.0,64.0,67.0,67.0,9.0,16.0,6.0,13.0,11.0,L. López,Mexico
7078,31,68,68,1,4.0,3.0,64.0,63.0,50.0,69.0,65.0,65.0,67.0,69.0,66.0,68.0,72.0,67.0,73.0,60.0,87.0,69.0,83.0,57.0,49.0,67.0,40.0,40.0,65.0,71.0,61.0,63.0,63.0,57.0,50.0,15.0,6.0,12.0,15.0,14.0,R. Majewski,Poland
7079,37,68,68,1,2.0,1.0,14.0,10.0,13.0,30.0,11.0,12.0,10.0,12.0,36.0,21.0,41.0,41.0,49.0,66.0,33.0,21.0,60.0,28.0,69.0,11.0,38.0,19.0,10.0,31.0,23.0,55.0,20.0,11.0,13.0,67.0,64.0,60.0,70.0,71.0,A. Pomini,Italy
7080,29,68,68,1,3.0,2.0,66.0,46.0,54.0,63.0,47.0,52.0,52.0,47.0,57.0,60.0,70.0,69.0,64.0,66.0,76.0,55.0,80.0,84.0,73.0,48.0,86.0,73.0,51.0,45.0,59.0,59.0,53.0,67.0,72.0,12.0,11.0,10.0,8.0,6.0,Lillo,Spain
7081,31,68,68,1,3.0,2.0,67.0,42.0,52.0,74.0,55.0,62.0,69.0,60.0,72.0,70.0,43.0,38.0,63.0,61.0,65.0,69.0,61.0,58.0,66.0,60.0,66.0,66.0,36.0,65.0,51.0,65.0,61.0,66.0,62.0,12.0,11.0,14.0,12.0,8.0,H. Bernardello,Argentina
7082,28,68,68,1,3.0,3.0,62.0,65.0,61.0,62.0,52.0,63.0,59.0,26.0,53.0,67.0,80.0,83.0,85.0,56.0,73.0,71.0,83.0,82.0,83.0,70.0,55.0,60.0,69.0,59.0,55.0,53.0,30.0,13.0,18.0,7.0,9.0,14.0,12.0,12.0,D. Vallejos,Chile
7083,26,68,71,0,2.0,2.0,60.0,59.0,58.0,74.0,49.0,60.0,74.0,63.0,73.0,67.0,40.0,34.0,53.0,62.0,40.0,56.0,52.0,59.0,72.0,69.0,73.0,61.0,64.0,70.0,61.0,65.0,67.0,67.0,62.0,6.0,6.0,13.0,12.0,12.0,Borja Domínguez,Spain
7084,29,68,68,1,3.0,3.0,58.0,66.0,60.0,65.0,69.0,72.0,59.0,55.0,59.0,70.0,76.0,71.0,79.0,64.0,71.0,68.0,59.0,69.0,62.0,64.0,63.0,37.0,71.0,63.0,67.0,59.0,33.0,33.0,29.0,7.0,11.0,16.0,10.0,12.0,K. Németh,Hungary
7085,26,68,69,1,3.0,3.0,46.0,62.0,65.0,69.0,39.0,64.0,33.0,60.0,68.0,67.0,68.0,73.0,72.0,64.0,65.0,66.0,62.0,81.0,79.0,70.0,75.0,68.0,60.0,66.0,55.0,64.0,62.0,68.0,66.0,8.0,12.0,10.0,7.0,14.0,T. Adeyemi,England
7086,31,68,68,1,3.0,2.0,34.0,28.0,72.0,43.0,33.0,40.0,36.0,29.0,38.0,43.0,36.0,30.0,33.0,68.0,33.0,56.0,31.0,49.0,90.0,22.0,66.0,65.0,27.0,29.0,47.0,50.0,70.0,72.0,68.0,10.0,10.0,10.0,9.0,12.0,L. Sánchez,Argentina
7087,29,68,68,0,3.0,2.0,25.0,37.0,74.0,48.0,24.0,40.0,29.0,27.0,54.0,51.0,38.0,55.0,30.0,62.0,32.0,31.0,61.0,70.0,83.0,29.0,74.0,67.0,32.0,27.0,26.0,60.0,66.0,66.0,69.0,14.0,10.0,11.0,11.0,15.0,B. Turner,England
7088,24,68,69,1,3.0,2.0,68.0,35.0,66.0,65.0,38.0,62.0,46.0,42.0,58.0,63.0,72.0,67.0,73.0,65.0,65.0,59.0,66.0,66.0,67.0,42.0,68.0,66.0,58.0,51.0,37.0,62.0,68.0,71.0,69.0,7.0,6.0,8.0,10.0,8.0,I. Lakićević,Serbia
7089,29,68,68,0,3.0,2.0,65.0,29.0,64.0,65.0,60.0,59.0,65.0,59.0,61.0,61.0,65.0,64.0,66.0,62.0,66.0,70.0,81.0,73.0,71.0,61.0,74.0,65.0,61.0,63.0,48.0,59.0,66.0,66.0,65.0,8.0,9.0,9.0,11.0,14.0,J. Raitala,Finland
7090,34,68,68,1,4.0,2.0,37.0,55.0,66.0,69.0,54.0,60.0,48.0,49.0,70.0,68.0,50.0,46.0,64.0,69.0,72.0,66.0,72.0,63.0,69.0,60.0,71.0,74.0,58.0,66.0,66.0,71.0,78.0,71.0,67.0,14.0,7.0,16.0,16.0,10.0,R. Würtz,Denmark
7091,31,68,68,1,3.0,2.0,54.0,58.0,63.0,71.0,49.0,56.0,57.0,59.0,61.0,67.0,72.0,74.0,74.0,70.0,81.0,67.0,76.0,90.0,92.0,58.0,83.0,56.0,63.0,70.0,64.0,72.0,68.0,65.0,48.0,6.0,15.0,9.0,10.0,13.0,D. Hediger,Switzerland
7092,24,68,72,1,3.0,2.0,70.0,49.0,58.0,65.0,50.0,63.0,64.0,46.0,65.0,62.0,74.0,72.0,75.0,63.0,72.0,57.0,72.0,67.0,59.0,56.0,76.0,64.0,66.0,66.0,44.0,61.0,70.0,67.0,68.0,7.0,9.0,10.0,7.0,7.0,M. Tirpan,Belgium
7093,27,68,69,1,3.0,3.0,57.0,53.0,55.0,73.0,47.0,63.0,49.0,55.0,70.0,65.0,65.0,62.0,60.0,61.0,76.0,75.0,71.0,73.0,67.0,67.0,70.0,67.0,65.0,61.0,51.0,62.0,56.0,70.0,56.0,9.0,9.0,12.0,7.0,15.0,V. Basha,Albania
7094,26,68,71,1,4.0,3.0,59.0,54.0,55.0,68.0,47.0,74.0,48.0,44.0,62.0,67.0,66.0,67.0,66.0,70.0,72.0,56.0,65.0,72.0,75.0,52.0,74.0,68.0,65.0,64.0,53.0,78.0,68.0,63.0,57.0,7.0,13.0,8.0,9.0,7.0,M. Terki,Algeria
7095,28,68,68,1,3.0,3.0,47.0,72.0,69.0,57.0,67.0,67.0,49.0,41.0,46.0,65.0,69.0,70.0,65.0,64.0,62.0,70.0,72.0,62.0,70.0,69.0,47.0,19.0,63.0,53.0,66.0,63.0,14.0,18.0,13.0,11.0,9.0,12.0,7.0,14.0,D. Calderón Caicedo,Colombia
7096,31,68,68,0,2.0,3.0,73.0,52.0,63.0,67.0,49.0,63.0,66.0,58.0,60.0,68.0,74.0,73.0,69.0,65.0,59.0,56.0,55.0,78.0,63.0,49.0,72.0,68.0,64.0,60.0,52.0,60.0,65.0,65.0,56.0,12.0,15.0,14.0,15.0,14.0,Yu Hai,China PR
7097,35,68,68,1,3.0,3.0,72.0,68.0,70.0,70.0,74.0,67.0,55.0,54.0,63.0,72.0,50.0,50.0,68.0,63.0,79.0,75.0,71.0,34.0,60.0,73.0,65.0,51.0,70.0,67.0,70.0,68.0,58.0,51.0,46.0,8.0,11.0,14.0,14.0,10.0,S. Camara,Senegal
7098,29,68,68,1,3.0,1.0,12.0,17.0,14.0,32.0,15.0,18.0,14.0,12.0,35.0,21.0,59.0,56.0,40.0,67.0,46.0,25.0,75.0,34.0,75.0,16.0,29.0,12.0,16.0,52.0,22.0,48.0,25.0,15.0,14.0,67.0,62.0,70.0,68.0,68.0,W. Yarbrough,United States
7099,29,68,68,1,3.0,3.0,72.0,40.0,53.0,66.0,38.0,64.0,70.0,65.0,58.0,64.0,82.0,91.0,81.0,67.0,85.0,69.0,81.0,89.0,72.0,48.0,66.0,60.0,64.0,68.0,60.0,63.0,57.0,59.0,57.0,13.0,13.0,14.0,11.0,8.0,L. Laverone,Italy
7100,34,68,68,1,2.0,1.0,18.0,14.0,13.0,22.0,12.0,16.0,20.0,14.0,21.0,17.0,32.0,46.0,49.0,63.0,55.0,22.0,64.0,37.0,68.0,19.0,22.0,13.0,12.0,52.0,20.0,60.0,14.0,19.0,12.0,66.0,71.0,64.0,72.0,64.0,Y. Al Mosailem,Saudi Arabia
7101,29,68,68,0,2.0,3.0,73.0,46.0,64.0,65.0,38.0,68.0,75.0,46.0,68.0,69.0,85.0,81.0,81.0,57.0,74.0,74.0,86.0,59.0,79.0,39.0,60.0,65.0,67.0,59.0,44.0,61.0,63.0,67.0,65.0,15.0,12.0,9.0,6.0,11.0,Z. Bergdich,Morocco
7102,33,68,68,0,3.0,3.0,65.0,45.0,65.0,62.0,35.0,66.0,69.0,42.0,66.0,66.0,79.0,68.0,79.0,69.0,60.0,70.0,71.0,68.0,69.0,67.0,56.0,68.0,67.0,59.0,43.0,65.0,67.0,65.0,63.0,15.0,6.0,8.0,13.0,8.0,M. Abdul Shafy,Egypt
7103,29,68,68,1,3.0,3.0,57.0,49.0,67.0,67.0,57.0,68.0,49.0,64.0,65.0,69.0,59.0,54.0,56.0,66.0,64.0,80.0,77.0,70.0,85.0,70.0,73.0,66.0,64.0,64.0,55.0,70.0,60.0,69.0,66.0,7.0,12.0,13.0,8.0,9.0,K. Hyland,Trinidad & Tobago
7104,30,68,68,0,3.0,3.0,70.0,58.0,39.0,64.0,61.0,73.0,62.0,44.0,42.0,69.0,81.0,77.0,77.0,62.0,70.0,60.0,49.0,58.0,53.0,60.0,33.0,34.0,63.0,63.0,61.0,62.0,44.0,29.0,21.0,10.0,12.0,14.0,11.0,10.0,V. Amiri,Iran
7105,23,68,73,1,3.0,2.0,44.0,73.0,68.0,60.0,61.0,58.0,56.0,31.0,45.0,65.0,72.0,77.0,72.0,62.0,70.0,70.0,68.0,61.0,60.0,66.0,60.0,19.0,70.0,42.0,69.0,68.0,35.0,18.0,13.0,9.0,13.0,14.0,11.0,6.0,D. Manos,Greece
7106,24,68,72,1,4.0,1.0,16.0,20.0,12.0,31.0,15.0,16.0,21.0,13.0,23.0,30.0,22.0,26.0,30.0,65.0,31.0,35.0,46.0,17.0,37.0,17.0,23.0,10.0,5.0,39.0,28.0,32.0,15.0,14.0,17.0,68.0,66.0,59.0,66.0,70.0,A. Leitner,Austria
7107,31,68,68,1,2.0,2.0,48.0,34.0,61.0,66.0,41.0,50.0,46.0,48.0,62.0,62.0,54.0,51.0,48.0,61.0,62.0,71.0,70.0,73.0,78.0,56.0,81.0,70.0,54.0,57.0,50.0,68.0,64.0,72.0,67.0,13.0,13.0,14.0,11.0,11.0,Baraka,Brazil
7108,21,68,78,0,3.0,3.0,67.0,66.0,51.0,62.0,65.0,77.0,71.0,52.0,64.0,69.0,67.0,65.0,63.0,64.0,79.0,53.0,40.0,55.0,44.0,66.0,32.0,30.0,71.0,67.0,72.0,66.0,40.0,23.0,27.0,14.0,15.0,13.0,14.0,13.0,David Concha,Spain
7109,23,68,76,1,3.0,2.0,35.0,18.0,65.0,60.0,23.0,45.0,30.0,17.0,52.0,56.0,46.0,43.0,38.0,63.0,46.0,45.0,68.0,63.0,85.0,19.0,70.0,66.0,27.0,34.0,36.0,45.0,65.0,68.0,67.0,10.0,14.0,12.0,14.0,14.0,E. Amor,Argentina
7110,33,68,68,1,3.0,1.0,8.0,10.0,12.0,30.0,13.0,12.0,20.0,12.0,36.0,18.0,54.0,59.0,57.0,67.0,58.0,23.0,68.0,44.0,65.0,20.0,35.0,23.0,9.0,31.0,24.0,50.0,17.0,11.0,12.0,66.0,68.0,62.0,69.0,66.0,Manolo Reina,Spain
7111,20,68,80,0,3.0,2.0,67.0,36.0,61.0,66.0,36.0,57.0,57.0,38.0,67.0,65.0,71.0,70.0,62.0,56.0,75.0,47.0,73.0,77.0,62.0,42.0,63.0,62.0,53.0,42.0,47.0,63.0,66.0,70.0,68.0,8.0,13.0,9.0,9.0,12.0,J. Angulo,Mexico
7112,27,68,70,1,3.0,2.0,47.0,22.0,70.0,57.0,26.0,48.0,37.0,26.0,53.0,59.0,42.0,36.0,46.0,65.0,46.0,40.0,67.0,38.0,75.0,21.0,67.0,69.0,22.0,32.0,41.0,60.0,68.0,69.0,67.0,11.0,11.0,12.0,7.0,8.0,V. Sasso,France
7113,22,68,72,1,3.0,2.0,22.0,18.0,73.0,56.0,47.0,31.0,22.0,23.0,34.0,54.0,73.0,75.0,70.0,64.0,52.0,35.0,78.0,68.0,79.0,19.0,54.0,67.0,21.0,36.0,37.0,58.0,63.0,70.0,67.0,7.0,9.0,13.0,14.0,13.0,S. Nakatani,Japan
7114,22,68,76,0,3.0,3.0,66.0,68.0,40.0,68.0,36.0,71.0,41.0,35.0,50.0,70.0,78.0,77.0,76.0,60.0,76.0,60.0,63.0,72.0,58.0,40.0,40.0,41.0,63.0,59.0,50.0,53.0,45.0,34.0,36.0,7.0,8.0,9.0,6.0,10.0,M. Niemeyer,Germany
7115,32,68,68,1,3.0,3.0,60.0,63.0,55.0,67.0,51.0,67.0,57.0,68.0,66.0,68.0,55.0,58.0,73.0,65.0,62.0,70.0,80.0,73.0,76.0,69.0,73.0,70.0,58.0,71.0,63.0,65.0,64.0,65.0,64.0,14.0,11.0,12.0,7.0,12.0,Léo Silva,Brazil
7116,25,68,70,1,2.0,3.0,46.0,69.0,60.0,67.0,34.0,65.0,45.0,45.0,65.0,67.0,67.0,72.0,67.0,63.0,71.0,70.0,75.0,80.0,72.0,72.0,72.0,65.0,70.0,65.0,46.0,62.0,61.0,65.0,60.0,8.0,12.0,15.0,6.0,10.0,R. Boateng,Ghana
7117,23,68,73,1,4.0,3.0,58.0,65.0,45.0,60.0,49.0,71.0,64.0,58.0,56.0,70.0,90.0,87.0,92.0,60.0,92.0,59.0,83.0,74.0,31.0,59.0,59.0,37.0,62.0,60.0,62.0,58.0,19.0,37.0,38.0,8.0,8.0,16.0,10.0,12.0,Lucas Venuto,Brazil
7118,20,68,81,0,3.0,3.0,59.0,50.0,52.0,65.0,39.0,67.0,56.0,40.0,61.0,65.0,74.0,81.0,74.0,56.0,74.0,60.0,69.0,85.0,62.0,44.0,48.0,68.0,65.0,54.0,38.0,75.0,67.0,68.0,65.0,14.0,7.0,5.0,5.0,13.0,J. Lewis,Northern Ireland
7119,31,68,68,0,3.0,2.0,69.0,39.0,63.0,65.0,49.0,58.0,67.0,60.0,59.0,63.0,64.0,75.0,53.0,64.0,48.0,73.0,55.0,70.0,87.0,54.0,71.0,62.0,55.0,59.0,57.0,64.0,67.0,67.0,64.0,9.0,16.0,15.0,16.0,9.0,F. Schönheim,Germany
7120,25,68,73,1,2.0,3.0,64.0,27.0,51.0,65.0,49.0,64.0,63.0,41.0,58.0,70.0,79.0,77.0,76.0,68.0,76.0,66.0,81.0,77.0,57.0,61.0,63.0,66.0,48.0,50.0,49.0,61.0,63.0,65.0,64.0,8.0,12.0,15.0,12.0,14.0,Nuno Campos,Portugal
7121,24,68,73,1,3.0,3.0,43.0,61.0,59.0,71.0,32.0,68.0,63.0,64.0,68.0,70.0,59.0,57.0,65.0,66.0,62.0,52.0,56.0,71.0,73.0,62.0,75.0,70.0,49.0,67.0,43.0,69.0,55.0,70.0,70.0,8.0,14.0,9.0,9.0,16.0,S. Slavchev,Bulgaria
7122,26,68,71,1,3.0,2.0,62.0,61.0,47.0,71.0,31.0,62.0,34.0,59.0,70.0,58.0,49.0,59.0,58.0,58.0,59.0,71.0,57.0,82.0,48.0,72.0,67.0,72.0,66.0,64.0,77.0,57.0,66.0,71.0,62.0,12.0,13.0,5.0,8.0,10.0,P. Corral,Chile
7123,31,68,68,1,3.0,2.0,58.0,33.0,69.0,48.0,33.0,26.0,40.0,34.0,31.0,35.0,60.0,65.0,79.0,66.0,64.0,34.0,88.0,66.0,74.0,40.0,66.0,68.0,33.0,52.0,43.0,55.0,68.0,70.0,67.0,11.0,9.0,15.0,15.0,15.0,Kim Won Il,Korea Republic
7124,26,68,69,1,3.0,3.0,65.0,61.0,56.0,64.0,61.0,67.0,84.0,76.0,57.0,67.0,86.0,87.0,90.0,62.0,88.0,74.0,72.0,70.0,34.0,66.0,43.0,23.0,59.0,58.0,64.0,66.0,37.0,36.0,31.0,12.0,13.0,15.0,7.0,13.0,A. Luna,Uruguay
7125,32,68,68,0,3.0,3.0,69.0,63.0,55.0,70.0,72.0,66.0,74.0,77.0,68.0,70.0,67.0,62.0,76.0,67.0,76.0,73.0,59.0,70.0,55.0,67.0,60.0,34.0,55.0,73.0,71.0,72.0,57.0,57.0,48.0,7.0,9.0,9.0,12.0,12.0,S. Marveaux,France
7126,21,68,75,1,4.0,3.0,59.0,61.0,45.0,62.0,59.0,73.0,54.0,56.0,55.0,73.0,81.0,79.0,84.0,63.0,92.0,54.0,55.0,61.0,30.0,53.0,73.0,24.0,63.0,60.0,59.0,60.0,24.0,20.0,15.0,10.0,10.0,15.0,15.0,7.0,A. Araujo,Portugal
7127,26,68,68,0,2.0,2.0,72.0,45.0,55.0,67.0,45.0,67.0,47.0,51.0,70.0,61.0,71.0,72.0,77.0,72.0,78.0,62.0,56.0,81.0,67.0,51.0,61.0,66.0,67.0,58.0,52.0,56.0,67.0,63.0,62.0,18.0,12.0,14.0,17.0,18.0,Kaio Figueiras,Brazil
7128,27,68,68,1,4.0,3.0,64.0,66.0,51.0,64.0,63.0,69.0,69.0,68.0,63.0,70.0,77.0,76.0,59.0,63.0,43.0,72.0,37.0,71.0,83.0,68.0,52.0,23.0,57.0,62.0,66.0,68.0,26.0,25.0,20.0,10.0,13.0,7.0,6.0,7.0,N. Bahoui,Sweden
7129,36,68,68,1,3.0,3.0,69.0,57.0,62.0,67.0,54.0,64.0,74.0,54.0,65.0,66.0,61.0,58.0,60.0,66.0,57.0,71.0,64.0,63.0,68.0,61.0,71.0,69.0,63.0,59.0,48.0,76.0,68.0,71.0,72.0,7.0,12.0,13.0,7.0,12.0,Rafinha,Brazil
7130,31,68,68,0,2.0,2.0,59.0,52.0,62.0,65.0,59.0,58.0,63.0,67.0,63.0,66.0,54.0,56.0,75.0,72.0,69.0,70.0,72.0,83.0,61.0,65.0,74.0,73.0,66.0,70.0,58.0,71.0,62.0,59.0,58.0,13.0,6.0,11.0,10.0,5.0,L. Greco,Italy
7131,28,68,68,1,3.0,3.0,65.0,40.0,65.0,68.0,45.0,65.0,71.0,69.0,66.0,69.0,73.0,72.0,75.0,64.0,73.0,74.0,75.0,81.0,73.0,65.0,71.0,64.0,55.0,66.0,67.0,68.0,58.0,65.0,63.0,9.0,7.0,6.0,13.0,8.0,T. Hateley,England
